"order_id","customer_id","order_date","product_id","category","quantity","total_amount","discount"
951,71,2023-07-17,140,"Косметика",3,498.34,0.19
952,654,2023-11-10,152,"Книги",2,45.58,0.44
953,10,2023-05-06,150,"Продукты",10,230.42,0.22
954,483,2023-05-23,161,"Одежда",9,56.36,0.39
955,967,2023-04-23,54,"Продукты",3,106.02,0.04
956,69,2023-10-04,25,"Продукты",8,293.99,0.04
957,856,2023-10-20,167,"Продукты",2,331.59,0.01
958,166,2023-10-30,136,"Продукты",7,118.78,0.07
959,133,2023-01-11,45,"Электроника",3,271.93,0.02
960,789,2024-01-01,187,"Одежда",6,442.58,0.23
961,63,2023-03-05,123,"Одежда",3,411.68,0.39
962,242,2023-04-02,42,"Одежда",1,65.59,0.11
963,489,2023-12-14,100,"Продукты",8,25.72,0.25
964,35,2023-03-13,21,"Продукты",7,77.31,0.13
965,259,2023-12-13,135,"Электроника",1,421.55,0.33
966,201,2023-07-13,100,"Электроника",4,46.22,0.15
967,960,2023-02-21,75,"Продукты",5,230.75,0.33
968,511,2023-06-04,138,"Косметика",4,406.21,0.13
969,813,2023-06-14,143,"Одежда",5,255.44,0.41
970,91,2023-05-18,21,"Электроника",9,237.57,0.13
971,797,2023-02-27,109,"Косметика",5,470.26,0.17
972,731,2023-01-23,108,"Продукты",4,486.87,0.21
973,487,2023-10-07,139,"Косметика",10,300.79,0.07
974,298,2023-11-08,171,"Продукты",6,203.28,0.43
975,17,2023-07-21,183,"Электроника",6,256.4,0.36
976,482,2023-04-07,137,"Одежда",2,158.32,0.4
977,532,2023-05-24,160,"Продукты",6,383.51,0.41
978,960,2023-11-29,190,"Продукты",2,20.57,0.14
979,433,2023-05-03,104,"Одежда",10,396.61,0.11
980,474,2023-11-25,88,"Косметика",6,497.88,0.39
981,76,2023-03-09,190,"Одежда",3,460.9,0.43
982,88,2023-07-10,137,"Одежда",3,267.76,0.29
983,984,2023-02-23,115,"Продукты",7,497.5,0.11
984,998,2023-04-24,91,"Электроника",5,30.65,0
985,158,2023-04-29,81,"Электроника",5,60.02,0.01
986,726,2023-08-06,105,"Косметика",3,197.66,0.45
987,478,2023-01-15,137,"Книги",3,390.02,0.06
988,691,2023-02-06,18,"Одежда",3,110.1,0.38
989,458,2023-11-11,76,"Продукты",10,195.3,0.13
990,112,2023-01-17,11,"Электроника",2,95.95,0.33
991,161,2023-02-09,69,"Косметика",3,217.5,0.43
992,106,2023-07-11,166,"Электроника",4,329.19,0.32
993,135,2023-12-02,156,"Продукты",6,299.8,0.27
994,537,2023-11-24,122,"Одежда",4,413.2,0.48
995,536,2023-12-27,123,"Одежда",8,484.38,0.11
996,767,2023-08-07,19,"Электроника",9,114.03,0.19
997,834,2023-05-30,52,"Книги",9,497.14,0.21
998,292,2023-10-06,90,"Электроника",6,371.46,0.22
999,948,2023-02-26,131,"Косметика",5,446.61,0.35
1000,776,2023-10-17,180,"Косметика",8,89.71,0.01
1001,206,2023-03-21,120,"Одежда",6,311.57,0.04
1002,145,2023-12-29,103,"Электроника",4,52.43,0.1
1003,698,2023-04-06,63,"Электроника",10,273.27,0.34
1004,933,2023-03-07,21,"Электроника",9,102.3,0.12
1005,753,2023-09-01,42,"Косметика",9,350.91,0.34
1006,145,2023-07-18,134,"Электроника",4,267.68,0.41
1007,80,2023-09-28,97,"Одежда",2,166.47,0.44
1008,864,2023-04-11,116,"Одежда",9,338.13,0.25
1009,692,2023-09-18,30,"Продукты",5,458.09,0.2
1010,25,2023-11-17,186,"Продукты",8,445.86,0.42
1011,510,2023-06-20,190,"Электроника",4,362.99,0.14
1012,486,2023-03-11,61,"Косметика",6,26.21,0.07
1013,195,2023-02-09,60,"Книги",5,447.96,0.42
1014,654,2023-02-14,70,"Электроника",6,148.22,0.44
1015,969,2023-01-16,92,"Продукты",7,115.93,0.01
1016,568,2023-03-13,106,"Продукты",6,486.23,0.23
1017,684,2023-06-17,188,"Электроника",4,285.97,0.24
1018,695,2023-07-01,114,"Электроника",3,126.63,0.22
1019,969,2023-05-13,185,"Книги",3,342.4,0.04
1020,984,2023-11-26,187,"Книги",9,344.55,0.31
1021,750,2023-02-25,35,"Продукты",1,282.64,0.16
1022,579,2023-02-17,119,"Косметика",1,363.43,0.28
1023,164,2023-11-04,191,"Одежда",7,57.64,0.13
1024,291,2023-05-24,89,"Электроника",6,344.07,0.11
1025,39,2023-06-14,193,"Книги",7,321.37,0.04
1026,481,2023-10-08,114,"Одежда",2,196.54,0.33
1027,700,2023-02-18,95,"Косметика",7,396.19,0.1
1028,248,2023-12-16,53,"Электроника",7,478.43,0.04
1029,805,2023-03-25,146,"Косметика",2,101.74,0.17
1030,854,2023-05-22,135,"Электроника",7,298.47,0.13
1031,388,2023-06-02,56,"Косметика",7,240.91,0.43
1032,285,2023-10-04,98,"Книги",4,303.98,0.24
1033,475,2023-04-13,170,"Книги",5,90.04,0.18
1034,392,2023-01-25,25,"Книги",9,96.78,0.03
1035,300,2023-12-23,30,"Одежда",2,140.6,0.25
1036,300,2023-07-24,46,"Электроника",9,10.73,0.08
1037,524,2023-10-05,65,"Одежда",3,389.67,0.06
1038,111,2023-08-16,161,"Одежда",3,103.52,0.17
1039,649,2023-12-05,54,"Косметика",2,198.02,0.15
1040,88,2023-10-07,87,"Книги",10,48.35,0.26
1041,707,2023-03-24,155,"Электроника",9,495.01,0.06
1042,131,2023-02-21,50,"Косметика",1,123.33,0.28
1043,666,2023-07-18,103,"Книги",9,296.3,0.11
1044,361,2023-06-20,50,"Одежда",7,59.26,0.11
1045,768,2023-07-06,117,"Продукты",6,64.84,0.39
1046,391,2023-01-18,100,"Косметика",7,94.72,0.26
1047,411,2023-11-01,190,"Продукты",5,438.22,0.06
1048,471,2023-01-26,13,"Продукты",1,302.51,0.03
1049,940,2023-10-25,62,"Книги",7,140.94,0.38
1050,749,2023-12-27,151,"Одежда",6,37.88,0.43
1051,433,2023-06-01,176,"Косметика",1,267.5,0.33
1052,224,2023-01-19,67,"Продукты",8,357.85,0.04
1053,79,2023-06-12,111,"Электроника",4,111.43,0.09
1054,303,2023-11-09,161,"Косметика",4,158.31,0.43
1055,404,2023-01-27,112,"Продукты",7,357.42,0.27
1056,995,2023-01-26,7,"Книги",10,431.84,0.13
1057,603,2023-02-22,120,"Одежда",1,317,0.09
1058,557,2023-01-26,43,"Книги",1,241.75,0.31
1059,147,2023-10-10,113,"Электроника",5,323.64,0.1
1060,578,2023-09-09,54,"Книги",3,333.86,0.49
1061,918,2023-12-07,37,"Книги",5,360.65,0
1062,677,2023-06-15,99,"Книги",8,17.48,0.49
1063,105,2023-04-10,99,"Книги",4,473.4,0.05
1064,765,2023-10-22,109,"Одежда",1,377.82,0.49
1065,690,2023-12-01,167,"Продукты",9,342.54,0.47
1066,33,2023-08-16,2,"Косметика",3,341.07,0.09
1067,324,2023-04-29,110,"Продукты",3,282.58,0.3
1068,82,2023-12-06,49,"Продукты",8,137.78,0.32
1069,574,2023-07-13,195,"Электроника",10,451.17,0.08
1070,613,2023-12-27,80,"Продукты",10,241.5,0.15
1071,99,2023-03-26,86,"Электроника",5,267.35,0.01
1072,810,2023-09-23,115,"Продукты",6,365.92,0.35
1073,56,2023-10-28,20,"Косметика",10,22.74,0.28
1074,153,2023-04-06,7,"Электроника",9,225.64,0.37
1075,679,2023-12-20,104,"Продукты",2,280.72,0.46
1076,14,2023-07-09,10,"Электроника",1,255.15,0.31
1077,61,2023-01-25,10,"Книги",10,198.28,0.03
1078,859,2023-10-13,159,"Электроника",2,83.17,0.4
1079,74,2023-08-01,127,"Косметика",3,88.54,0.25
1080,512,2023-03-11,173,"Книги",6,150.82,0.48
1081,919,2023-07-02,38,"Книги",9,185.82,0.11
1082,586,2023-09-04,189,"Продукты",3,443.74,0.37
1083,917,2023-02-09,33,"Продукты",8,360.8,0.07
1084,681,2023-06-04,14,"Одежда",10,432.06,0.28
1085,679,2023-08-06,136,"Электроника",8,439.56,0.04
1086,70,2023-11-13,83,"Косметика",8,413.83,0.04
1087,948,2023-09-15,99,"Одежда",5,356.5,0.04
1088,412,2023-02-19,106,"Книги",3,91.88,0.12
1089,776,2023-12-03,44,"Косметика",7,166.64,0.47
1090,671,2023-11-07,58,"Продукты",8,411.73,0.19
1091,90,2023-12-14,19,"Электроника",4,358.56,0.05
1092,190,2023-12-18,192,"Книги",4,325.84,0.16
1093,792,2023-08-26,33,"Книги",7,272.13,0.23
1094,293,2023-12-09,137,"Косметика",9,488.03,0.31
1095,314,2023-03-19,177,"Книги",5,45.82,0.3
1096,339,2023-04-29,165,"Продукты",4,87.14,0.35
1097,596,2023-04-24,111,"Электроника",9,305.33,0.18
1098,11,2023-03-01,29,"Электроника",2,229.58,0.04
1099,859,2023-05-14,9,"Одежда",6,436.2,0.17
1100,753,2023-06-03,190,"Одежда",2,454.33,0.38
1101,327,2023-07-08,153,"Книги",10,328.86,0.3
1102,440,2023-08-21,59,"Книги",5,179.98,0.23
1103,362,2023-08-12,38,"Косметика",5,66.88,0.48
1104,172,2023-06-08,98,"Электроника",4,417.82,0.06
1105,374,2023-01-15,90,"Книги",9,227.87,0.15
1106,132,2023-07-09,39,"Косметика",8,303.55,0.32
1107,159,2023-05-29,130,"Книги",3,334.88,0.06
1108,180,2023-11-29,61,"Книги",5,103.5,0.28
1109,547,2023-05-07,55,"Продукты",7,330.39,0.06
1110,189,2023-11-01,10,"Продукты",5,179.77,0.05
1111,957,2023-06-26,133,"Косметика",7,238.46,0.1
1112,65,2023-12-28,138,"Одежда",6,323.66,0.41
1113,432,2023-12-19,136,"Косметика",4,484.63,0.14
1114,890,2023-08-13,94,"Продукты",10,468.57,0.12
1115,261,2023-03-24,62,"Одежда",3,225.9,0.23
1116,499,2023-03-05,55,"Книги",4,373.51,0.36
1117,529,2023-03-11,37,"Продукты",1,300.1,0.3
1118,43,2023-04-05,81,"Электроника",2,230.83,0.1
1119,449,2023-01-13,134,"Продукты",8,125.99,0.32
1120,984,2023-02-06,69,"Книги",3,106.65,0.42
1121,545,2023-04-21,71,"Электроника",7,274.16,0.33
1122,594,2023-01-09,21,"Электроника",2,452.66,0.21
1123,67,2023-05-02,160,"Косметика",5,238.6,0.36
1124,510,2023-06-15,110,"Электроника",5,277.01,0.06
1125,69,2023-05-03,30,"Косметика",5,166.25,0.42
1126,807,2023-12-17,179,"Косметика",9,68.15,0.19
1127,966,2023-09-09,27,"Продукты",1,267,0.32
1128,720,2023-05-08,26,"Электроника",4,147.41,0.08
1129,269,2023-10-02,47,"Электроника",6,366.2,0.12
1130,289,2023-09-15,87,"Электроника",4,326.71,0.28
1131,376,2023-02-22,63,"Продукты",3,254.55,0.39
1132,767,2023-08-01,147,"Одежда",5,358.52,0.1
1133,243,2023-08-25,21,"Косметика",9,311.08,0.28
1134,690,2023-02-18,199,"Косметика",6,181.12,0.19
1135,650,2023-01-10,52,"Косметика",10,425.15,0.13
1136,590,2023-03-02,83,"Одежда",9,380.97,0.1
1137,618,2023-10-04,88,"Продукты",2,327.82,0.37
1138,247,2023-01-02,114,"Продукты",5,45.15,0.22
1139,98,2023-07-17,22,"Косметика",6,220.11,0.19
1140,208,2023-01-20,143,"Продукты",10,66.4,0.28
1141,636,2023-02-21,61,"Одежда",7,200.54,0.17
1142,593,2023-03-24,198,"Продукты",7,216.79,0.11
1143,514,2023-08-03,49,"Одежда",6,40.25,0.09
1144,719,2023-08-03,54,"Электроника",4,58.92,0.3
1145,855,2023-01-03,6,"Книги",3,452.87,0.37
1146,91,2023-06-26,119,"Одежда",7,231.42,0.07
1147,296,2023-08-11,16,"Косметика",3,158.12,0.19
1148,963,2023-01-31,111,"Косметика",7,457.08,0.23
1149,674,2023-05-16,70,"Продукты",3,320.49,0.2
1150,689,2023-08-02,157,"Одежда",1,436.91,0.09
1151,896,2023-02-05,64,"Электроника",7,257.98,0.25
1152,886,2023-09-26,99,"Одежда",10,461.68,0.18
1153,323,2023-07-13,21,"Продукты",7,342.81,0
1154,427,2023-03-06,200,"Одежда",2,357.6,0.45
1155,314,2023-04-21,96,"Косметика",3,252.37,0.04
1156,805,2023-03-13,144,"Продукты",8,133.57,0.38
1157,22,2023-12-25,104,"Продукты",10,273.15,0.01
1158,737,2023-02-26,8,"Одежда",4,452.58,0.28
1159,771,2023-06-10,61,"Косметика",6,43.63,0.48
1160,78,2023-10-09,126,"Книги",3,334.52,0.4
1161,230,2023-07-03,89,"Продукты",8,319.97,0.48
1162,272,2023-05-12,4,"Книги",4,329.27,0.15
1163,74,2023-07-13,145,"Одежда",4,123.51,0.32
1164,27,2023-08-10,82,"Одежда",9,22.22,0.24
1165,968,2023-12-05,117,"Одежда",4,486.24,0.24
1166,983,2023-12-03,19,"Одежда",9,302.03,0.46
1167,246,2023-10-29,182,"Косметика",7,175.21,0.03
1168,265,2023-07-09,165,"Косметика",10,28.86,0.22
1169,611,2023-10-27,128,"Продукты",3,196.12,0.44
1170,738,2023-09-19,110,"Электроника",4,279.4,0.5
1171,678,2023-11-17,121,"Косметика",9,266.75,0.2
1172,482,2023-07-04,42,"Косметика",10,437.43,0.18
1173,688,2023-07-01,61,"Косметика",10,380.65,0.19
1174,670,2023-10-20,8,"Электроника",3,412.71,0.32
1175,729,2023-01-14,189,"Книги",8,114.69,0.23
1176,94,2023-08-27,66,"Книги",1,138.2,0.38
1177,201,2023-11-27,22,"Одежда",6,344.26,0.37
1178,293,2023-08-13,133,"Книги",3,260.88,0
1179,721,2023-12-26,182,"Электроника",10,441.78,0.2
1180,236,2023-09-27,48,"Косметика",1,106.71,0.09
1181,788,2023-07-14,197,"Электроника",4,110.7,0.36
1182,356,2023-03-06,30,"Косметика",4,89.1,0.36
1183,486,2023-01-12,9,"Одежда",8,79.31,0.28
1184,610,2023-05-14,192,"Книги",2,307.59,0.02
1185,67,2023-04-13,76,"Одежда",5,37.69,0.18
1186,498,2023-02-13,18,"Электроника",6,384.05,0.03
1187,766,2023-02-23,13,"Одежда",3,461.17,0.39
1188,785,2023-10-05,124,"Электроника",10,456.63,0.22
1189,344,2023-07-14,144,"Электроника",8,87.9,0.25
1190,765,2023-12-18,129,"Электроника",4,241.78,0.28
1191,203,2023-11-18,112,"Продукты",8,184.17,0.4
1192,8,2023-09-16,56,"Косметика",4,14.15,0.17
1193,167,2023-10-02,153,"Книги",10,417.39,0.06
1194,53,2023-09-10,17,"Книги",10,56.07,0.38
1195,916,2023-01-20,119,"Косметика",9,198.69,0.08
1196,860,2023-08-04,40,"Продукты",8,251.29,0.16
1197,758,2023-02-23,84,"Косметика",4,396.68,0.27
1198,957,2023-09-18,58,"Электроника",6,463.97,0.36
1199,151,2023-03-31,148,"Косметика",10,163.5,0.4
1200,824,2023-01-09,167,"Электроника",6,108.81,0.15
1201,417,2023-01-14,142,"Электроника",9,339.78,0.04
1202,444,2023-05-26,33,"Косметика",2,136.62,0.31
1203,120,2023-07-21,149,"Книги",2,35.24,0.26
1204,531,2023-05-18,90,"Книги",4,65.61,0.44
1205,848,2023-02-27,32,"Продукты",10,274.91,0.3
1206,232,2023-01-20,37,"Одежда",9,327.18,0.38
1207,244,2023-10-28,55,"Одежда",5,225.16,0.18
1208,434,2023-11-18,183,"Продукты",5,99.44,0.26
1209,885,2023-12-13,61,"Одежда",5,345.42,0.06
1210,778,2023-10-08,3,"Электроника",8,335.23,0.5
1211,458,2023-05-27,93,"Продукты",10,12.61,0.32
1212,915,2023-12-22,79,"Продукты",6,295.29,0.37
1213,77,2023-11-16,36,"Продукты",1,465.69,0.09
1214,855,2023-08-21,114,"Продукты",2,418.7,0.32
1215,108,2023-11-12,192,"Электроника",8,181.02,0.21
1216,936,2023-12-11,198,"Электроника",7,227.7,0.44
1217,309,2023-05-12,101,"Косметика",6,384.51,0.06
1218,102,2023-10-22,45,"Книги",8,471.13,0.46
1219,118,2023-08-05,41,"Косметика",5,415.72,0.35
1220,295,2023-11-06,75,"Электроника",7,111.11,0.11
1221,700,2023-05-15,114,"Косметика",2,488.28,0.43
1222,167,2023-08-20,180,"Косметика",3,247.37,0.34
1223,677,2023-11-01,92,"Косметика",6,168.09,0.44
1224,193,2023-05-15,59,"Книги",10,172.43,0.27
1225,179,2023-03-23,61,"Одежда",7,405.46,0.22
1226,184,2023-11-22,59,"Одежда",2,408.14,0.35
1227,107,2023-01-11,130,"Одежда",8,437.06,0.03
1228,482,2023-11-21,89,"Косметика",4,218.33,0.22
1229,946,2023-11-25,116,"Косметика",7,181.11,0.25
1230,919,2023-04-10,111,"Электроника",1,448.85,0.26
1231,618,2023-04-26,72,"Одежда",5,12.28,0.25
1232,166,2023-09-12,135,"Продукты",3,171.81,0.34
1233,565,2023-05-07,89,"Книги",8,389.76,0.06
1234,292,2023-02-17,74,"Косметика",1,381.4,0.34
1235,61,2023-07-27,131,"Косметика",9,203.12,0.18
1236,780,2023-06-07,18,"Продукты",1,473.63,0.45
1237,501,2023-05-20,107,"Косметика",5,48.53,0.26
1238,262,2023-07-14,189,"Продукты",2,183.4,0.28
1239,721,2023-12-02,80,"Книги",7,370.68,0.2
1240,385,2023-07-08,129,"Продукты",8,466.44,0.35
1241,571,2023-07-22,89,"Продукты",10,219.79,0.27
1242,107,2023-05-09,111,"Одежда",4,76.47,0.42
1243,568,2023-02-27,99,"Продукты",10,269.47,0.17
1244,852,2023-12-07,19,"Одежда",9,381.93,0.02
1245,922,2023-12-08,49,"Косметика",6,92.38,0.3
1246,569,2023-11-08,96,"Книги",8,201.36,0.19
1247,508,2023-09-17,37,"Косметика",8,132.52,0.37
1248,339,2023-01-23,62,"Электроника",7,83.78,0.08
1249,126,2023-11-04,89,"Продукты",6,336.8,0.38
1250,696,2023-01-03,27,"Косметика",4,150.5,0.24
1251,741,2023-10-04,58,"Электроника",9,105.47,0.06
1252,3,2023-04-30,151,"Электроника",4,341.99,0.49
1253,813,2023-07-06,47,"Книги",3,491.37,0.3
1254,403,2023-11-06,15,"Одежда",3,140.51,0.46
1255,501,2023-03-28,14,"Книги",7,388.65,0.31
1256,765,2023-11-19,148,"Косметика",2,354.01,0.17
1257,633,2023-08-03,20,"Продукты",6,392.35,0
1258,306,2023-03-28,97,"Книги",10,109.88,0.07
1259,84,2023-05-27,127,"Электроника",2,147.78,0.41
1260,223,2023-11-01,64,"Продукты",9,346.18,0.22
1261,14,2023-07-04,13,"Косметика",6,457.97,0.03
1262,610,2023-08-08,121,"Одежда",4,132.16,0.41
1263,353,2023-05-26,132,"Косметика",3,39.46,0.22
1264,406,2023-07-28,38,"Электроника",4,265.3,0.15
1265,430,2023-05-17,98,"Косметика",4,257.48,0.23
1266,263,2023-06-04,193,"Одежда",4,210.34,0.19
1267,175,2023-03-21,145,"Одежда",6,199.27,0.17
1268,951,2023-10-05,124,"Одежда",2,305.83,0.23
1269,38,2023-09-15,55,"Косметика",1,145.38,0.12
1270,620,2023-09-05,135,"Продукты",2,92.11,0.27
1271,244,2023-05-20,161,"Книги",8,65.4,0.06
1272,683,2023-07-30,119,"Электроника",9,360.57,0.33
1273,970,2023-07-26,165,"Книги",4,269.87,0.12
1274,862,2023-05-09,42,"Книги",5,223.03,0.39
1275,561,2023-03-09,184,"Одежда",9,421.59,0.46
1276,281,2023-09-01,20,"Одежда",7,137.09,0.35
1277,74,2023-07-13,91,"Косметика",4,147.19,0.22
1278,414,2023-11-15,98,"Книги",7,343.52,0.38
1279,923,2023-03-22,77,"Продукты",3,427.33,0.21
1280,659,2023-09-23,108,"Одежда",9,372.14,0.48
1281,170,2023-07-06,170,"Одежда",3,342.88,0.14
1282,317,2023-07-26,96,"Косметика",6,310.96,0
1283,201,2023-06-04,129,"Косметика",2,357.86,0.42
1284,406,2023-08-14,196,"Косметика",7,47.21,0.12
1285,91,2023-08-03,29,"Одежда",9,391.5,0.5
1286,584,2023-02-07,71,"Косметика",9,318.8,0.17
1287,467,2023-09-16,61,"Продукты",5,158.82,0.25
1288,327,2023-06-04,34,"Одежда",4,427.62,0.14
1289,986,2023-02-07,12,"Книги",3,54.34,0.17
1290,375,2023-05-04,170,"Книги",5,101.47,0.48
1291,16,2023-09-21,146,"Электроника",1,176.31,0.26
1292,72,2023-07-13,67,"Продукты",8,162.78,0.36
1293,663,2023-04-23,106,"Книги",1,56.94,0.19
1294,213,2023-02-22,188,"Косметика",2,349.59,0.09
1295,60,2023-11-20,54,"Одежда",6,56.73,0.33
1296,720,2023-03-27,2,"Книги",3,138.68,0.28
1297,95,2023-10-29,152,"Книги",4,174.53,0.15
1298,382,2023-06-20,23,"Косметика",5,74.1,0.09
1299,349,2023-04-02,175,"Книги",9,20.02,0.01
1300,171,2023-02-12,32,"Продукты",10,443.04,0.07
1301,185,2023-12-26,90,"Книги",1,311.77,0.47
1302,667,2023-01-31,39,"Электроника",8,136.62,0.13
1303,586,2023-09-13,108,"Электроника",2,68.45,0.32
1304,980,2023-03-23,183,"Книги",2,319.36,0.14
1305,896,2023-02-22,145,"Косметика",6,67.25,0.08
1306,146,2023-02-19,46,"Косметика",9,402.07,0.34
1307,16,2023-08-30,139,"Электроника",7,199.78,0.41
1308,712,2023-08-24,109,"Одежда",7,351.29,0.31
1309,597,2023-09-14,12,"Продукты",5,360.03,0.16
1310,101,2023-06-15,66,"Электроника",3,34.43,0.23
1311,151,2023-09-20,185,"Косметика",10,459.8,0.12
1312,250,2023-02-12,119,"Косметика",7,351.61,0.25
1313,434,2023-11-11,156,"Косметика",1,330.13,0.42
1314,514,2023-11-15,196,"Косметика",10,176.96,0.16
1315,640,2023-12-15,123,"Книги",8,148.6,0.44
1316,759,2023-05-21,93,"Книги",6,204.63,0.07
1317,481,2023-08-02,72,"Косметика",3,92.17,0.16
1318,348,2023-12-01,161,"Продукты",10,367.63,0.05
1319,927,2023-02-03,176,"Электроника",8,367.93,0.14
1320,988,2023-02-24,94,"Продукты",6,499.59,0.04
1321,746,2023-01-05,67,"Книги",2,70.03,0.37
1322,182,2023-07-29,35,"Одежда",1,121.95,0.34
1323,637,2023-11-23,82,"Косметика",7,489.48,0.07
1324,73,2023-10-04,144,"Книги",4,210.5,0.07
1325,801,2023-09-28,161,"Книги",6,164.9,0.38
1326,913,2023-04-14,106,"Электроника",4,395.92,0.49
1327,109,2023-05-11,132,"Книги",3,439.38,0.01
1328,390,2023-11-30,182,"Электроника",1,341.89,0.3
1329,908,2023-03-03,30,"Одежда",3,237.38,0.41
1330,723,2023-03-27,98,"Одежда",8,50.48,0.46
1331,673,2023-01-01,10,"Продукты",6,471.19,0.34
1332,651,2023-11-11,123,"Одежда",9,372.2,0.34
1333,476,2023-08-04,120,"Одежда",9,169.83,0.2
1334,320,2023-10-20,70,"Косметика",9,61.7,0.2
1335,573,2023-02-18,118,"Электроника",10,112.61,0.15
1336,91,2023-06-21,38,"Книги",5,240.43,0.4
1337,188,2023-10-29,97,"Косметика",10,254.7,0.34
1338,208,2023-01-10,117,"Книги",7,80.16,0.38
1339,462,2023-11-15,113,"Одежда",2,450.36,0.2
1340,51,2023-05-28,140,"Электроника",9,37.95,0.02
1341,437,2023-05-25,84,"Продукты",3,316.35,0.09
1342,87,2023-04-29,7,"Продукты",4,20.14,0.11
1343,933,2023-10-06,24,"Косметика",10,235.58,0.24
1344,168,2023-10-24,153,"Книги",8,305.63,0.23
1345,821,2023-07-13,11,"Косметика",5,147.6,0.06
1346,211,2023-11-19,100,"Косметика",4,63.21,0.21
1347,432,2023-06-25,37,"Косметика",7,168.65,0.36
1348,748,2023-04-25,42,"Книги",3,301.83,0.43
1349,303,2023-04-18,21,"Косметика",6,47.69,0.3
1350,455,2023-08-31,138,"Книги",8,158.67,0.23
1351,289,2023-05-05,69,"Книги",4,47.35,0.28
1352,408,2023-11-07,168,"Продукты",6,225.27,0.23
1353,207,2023-08-18,184,"Одежда",10,246.61,0.12
1354,584,2023-10-29,163,"Электроника",2,191.27,0.02
1355,6,2023-07-02,164,"Одежда",8,239.81,0.39
1356,555,2023-11-16,184,"Одежда",1,452.27,0.41
1357,354,2023-03-18,5,"Книги",9,146.23,0.24
1358,929,2023-06-07,188,"Книги",7,288.92,0.04
1359,734,2023-08-20,77,"Электроника",9,444.1,0.35
1360,692,2023-04-06,185,"Одежда",6,23.4,0.09
1361,101,2023-12-08,51,"Продукты",8,301.41,0.31
1362,255,2023-05-13,107,"Электроника",9,425.39,0.14
1363,677,2023-05-27,147,"Одежда",7,421,0.23
1364,427,2023-11-15,55,"Одежда",7,35.96,0.4
1365,219,2023-03-09,120,"Электроника",8,202.64,0.05
1366,795,2023-10-24,200,"Косметика",4,354.28,0.03
1367,689,2023-05-03,104,"Косметика",7,451.13,0.21
1368,145,2023-12-30,122,"Книги",3,273.16,0.33
1369,574,2023-04-13,130,"Электроника",3,182.36,0.44
1370,849,2023-10-02,176,"Электроника",8,141.33,0.32
1371,119,2023-02-20,130,"Электроника",5,246.99,0.15
1372,26,2023-04-14,77,"Продукты",2,317.45,0.14
1373,862,2023-08-23,167,"Электроника",3,396.59,0.41
1374,825,2023-03-19,173,"Книги",6,489.5,0.13
1375,384,2023-06-19,148,"Книги",1,302.15,0.46
1376,249,2023-07-13,102,"Электроника",4,256.68,0.26
1377,795,2023-10-07,126,"Электроника",1,204.23,0.06
1378,467,2023-08-05,198,"Продукты",9,488.87,0.18
1379,333,2023-04-16,98,"Книги",2,21.97,0.06
1380,82,2023-04-11,18,"Книги",9,295.91,0.32
1381,458,2023-02-23,93,"Продукты",2,165.16,0.09
1382,131,2023-09-01,101,"Продукты",8,346.24,0.42
1383,881,2024-01-01,36,"Косметика",6,495.79,0.45
1384,476,2023-01-22,80,"Продукты",9,47.01,0.24
1385,213,2023-05-07,34,"Продукты",3,375.69,0.14
1386,330,2023-01-04,196,"Электроника",2,366.59,0.27
1387,673,2023-05-17,87,"Одежда",5,140.06,0.33
1388,523,2023-10-10,76,"Одежда",5,88.57,0.11
1389,13,2023-10-18,108,"Электроника",6,367.34,0.26
1390,942,2023-10-02,170,"Книги",10,305.22,0.18
1391,621,2023-09-13,39,"Косметика",7,316.54,0.04
1392,455,2023-07-28,52,"Косметика",2,29.93,0.46
1393,744,2023-11-23,43,"Электроника",2,218.05,0.09
1394,36,2023-05-02,91,"Продукты",9,88.23,0.31
1395,526,2023-10-04,188,"Электроника",2,362.8,0.46
1396,581,2023-05-02,175,"Книги",7,25.95,0.22
1397,697,2023-07-23,88,"Одежда",5,450.97,0.15
1398,596,2023-11-24,190,"Одежда",2,71.57,0.12
1399,243,2023-05-27,29,"Косметика",8,169.44,0.44
1400,215,2023-01-06,122,"Продукты",9,80.33,0.19
1401,302,2023-11-28,99,"Книги",6,353.61,0.26
1402,787,2023-02-25,10,"Книги",8,394.98,0.42
1403,687,2023-11-10,17,"Продукты",6,487.61,0.08
1404,249,2023-09-17,182,"Книги",2,19.95,0.4
1405,496,2023-04-29,163,"Продукты",3,97.03,0.21
1406,451,2023-01-29,141,"Косметика",2,467.63,0.26
1407,962,2023-07-14,176,"Косметика",3,441.78,0.41
1408,102,2023-08-06,165,"Косметика",9,408.17,0.35
1409,958,2023-12-27,178,"Книги",4,189.08,0.07
1410,615,2023-05-13,132,"Продукты",2,342.4,0.04
1411,394,2023-11-02,108,"Книги",8,377.9,0.16
1412,365,2023-07-24,8,"Книги",2,475.57,0.12
1413,426,2023-07-05,130,"Книги",3,188.31,0.48
1414,42,2023-12-27,134,"Косметика",5,480.32,0.08
1415,412,2023-05-29,28,"Электроника",4,165.83,0
1416,803,2023-08-15,132,"Электроника",4,291.46,0.29
1417,88,2023-04-07,127,"Книги",6,439.59,0.23
1418,57,2023-10-10,142,"Одежда",3,56.96,0.35
1419,500,2023-10-13,96,"Электроника",9,113.1,0.38
1420,561,2023-09-29,3,"Продукты",1,349.2,0.49
1421,434,2023-09-24,28,"Книги",7,260.76,0.34
